,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
11,,TOTALES,271.0,271.0,271.0,127,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,6.0,,,128,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,128,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,18.0,19.0,17.0,128,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,16.0,14.0,13.0,128,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,121.0,119.0,112.0,128,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,100.0,102.0,107.0,128,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,6.0,5.0,9.0,128,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,2.0,2.0,2.0,128,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,128,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,128,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,3.0,5.0,12.0,128,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,272.0,272.0,272.0,128,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,3.0,,,129,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,129,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,24.0,24.0,22.0,129,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,16.0,16.0,14.0,129,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,136.0,133.0,126.0,129,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,87.0,88.0,102.0,129,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,8.0,7.0,5.0,129,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,4.0,4.0,7.0,129,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,129,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,129,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,6.0,9.0,8.0,129,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,284.0,284.0,284.0,129,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,1.0,,,130,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,130,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,22.0,22.0,19.0,130,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,11.0,130,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,121.0,121.0,111.0,130,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,105.0,106.0,121.0,130,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,13.0,10.0,8.0,130,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,3.0,3.0,4.0,130,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,130,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,130,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,4.0,6.0,6.0,130,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,280.0,280.0,280.0,130,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,131,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,131,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,22.0,22.0,18.0,131,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,18.0,20.0,18.0,131,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,112.0,111.0,102.0,131,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,90.0,90.0,108.0,131,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,10.0,9.0,7.0,131,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,2.0,1.0,1.0,131,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,131,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,131,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,2.0,3.0,7.0,131,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,261.0,261.0,261.0,131,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,9.0,,,132,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,132,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,22.0,19.0,23.0,132,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,8.0,132,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,114.0,118.0,105.0,132,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,114.0,114.0,131.0,132,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,3.0,3.0,2.0,132,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,5.0,4.0,1.0,132,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,132,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,132,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,5.0,5.0,13.0,132,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,283.0,283.0,283.0,132,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,133,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,133,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,17.0,17.0,19.0,133,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,19.0,19.0,17.0,133,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,127.0,125.0,118.0,133,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,81.0,82.0,93.0,133,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,9.0,7.0,7.0,133,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,8.0,8.0,8.0,133,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,133,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,133,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,7.0,10.0,11.0,133,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,273.0,273.0,273.0,133,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,9.0,,,134,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,134,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,32.0,29.0,25.0,134,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,11.0,134,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,108.0,109.0,105.0,134,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,93.0,92.0,106.0,134,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,10.0,134,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,0.0,0.0,0.0,134,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,134,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,134,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,2.0,8.0,8.0,134,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,265.0,265.0,265.0,134,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,1.0,,,135,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,135,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,32.0,30.0,26.0,135,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,9.0,8.0,135,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,118.0,117.0,111.0,135,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,90.0,87.0,104.0,135,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,11.0,10.0,8.0,135,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,2.0,2.0,3.0,135,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,135,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,135,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,7.0,13.0,9.0,135,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,269.0,269.0,269.0,135,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,3.0,,,136,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,136,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,18.0,19.0,18.0,136,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,12.0,10.0,136,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,127.0,128.0,119.0,136,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,97.0,97.0,108.0,136,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,11.0,8.0,10.0,136,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,5.0,5.0,5.0,136,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,136,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,136,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,5.0,7.0,9.0,136,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,279.0,279.0,279.0,136,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,7.0,,,137,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,137,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,13.0,14.0,12.0,137,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,13.0,11.0,137,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,115.0,117.0,101.0,137,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,93.0,95.0,113.0,137,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,12.0,11.0,10.0,137,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,4.0,4.0,4.0,137,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,137,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,137,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,11.0,7.0,17.0,137,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,268.0,268.0,268.0,137,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,138,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,138,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,22.0,19.0,16.0,138,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,13.0,13.0,138,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,120.0,121.0,116.0,138,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,112.0,113.0,125.0,138,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,9.0,7.0,7.0,138,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,2.0,2.0,2.0,138,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,138,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,138,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,1.0,5.0,6.0,138,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,285.0,285.0,285.0,138,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,8.0,,,139,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,139,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,20.0,18.0,18.0,139,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,7.0,8.0,139,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,97.0,96.0,87.0,139,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,123.0,126.0,140.0,139,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,13.0,11.0,9.0,139,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,2.0,1.0,1.0,139,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,1.0,1.0,1.0,139,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,139,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,15.0,20.0,23.0,139,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,287.0,287.0,287.0,139,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,140,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,140,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,14.0,14.0,13.0,140,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,5.0,4.0,3.0,140,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,122.0,122.0,118.0,140,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,106.0,108.0,120.0,140,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,10.0,9.0,7.0,140,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,8.0,8.0,9.0,140,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,140,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,140,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,6.0,6.0,6.0,140,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,276.0,276.0,276.0,140,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,6.0,,,141,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,141,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,24.0,23.0,23.0,141,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,9.0,141,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,113.0,113.0,110.0,141,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,108.0,108.0,124.0,141,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,10.0,10.0,8.0,141,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,6.0,6.0,6.0,141,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,141,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,141,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,5.0,6.0,4.0,141,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,284.0,284.0,284.0,141,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,9.0,,,142,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,10.0,,142,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,18.0,142,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,17.0,17.0,12.0,142,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,107.0,106.0,101.0,142,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,87.0,89.0,109.0,142,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,14.0,12.0,8.0,142,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,4.0,4.0,4.0,142,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,142,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,142,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,6.0,6.0,11.0,142,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,263.0,263.0,263.0,142,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,8.0,,,143,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,143,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,17.0,17.0,17.0,143,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,8.0,9.0,143,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,112.0,113.0,103.0,143,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,105.0,106.0,120.0,143,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,11.0,10.0,11.0,143,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,2.0,2.0,1.0,143,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,143,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,143,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,6.0,7.0,9.0,143,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,270.0,270.0,270.0,143,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,8.0,,,144,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,144,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,17.0,17.0,16.0,144,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,13.0,9.0,144,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,103.0,104.0,97.0,144,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,115.0,113.0,126.0,144,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,7.0,7.0,5.0,144,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,1.0,1.0,1.0,144,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,144,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,144,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,4.0,6.0,15.0,144,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,269.0,269.0,269.0,144,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,7.0,,,145,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,145,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,23.0,22.0,17.0,145,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,12.0,13.0,145,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,134.0,130.0,120.0,145,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,80.0,83.0,100.0,145,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,7.0,4.0,6.0,145,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,6.0,6.0,6.0,145,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,145,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,145,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,3.0,9.0,11.0,145,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,273.0,273.0,273.0,145,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,146,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,146,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,19.0,20.0,21.0,146,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,13.0,12.0,11.0,146,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,119.0,116.0,108.0,146,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,119.0,119.0,130.0,146,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,5.0,5.0,5.0,146,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,3.0,3.0,1.0,146,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,146,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,146,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,2.0,5.0,9.0,146,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,285.0,285.0,285.0,146,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,2.0,,,147,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,2.0,,147,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,21.0,20.0,16.0,147,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,11.0,147,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,120.0,120.0,112.0,147,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,99.0,98.0,111.0,147,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,4.0,4.0,4.0,147,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,1.0,1.0,1.0,147,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,147,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,147,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,5.0,7.0,9.0,147,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,264.0,264.0,264.0,147,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,148,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,148,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,22.0,21.0,21.0,148,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,13.0,11.0,148,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,117.0,117.0,107.0,148,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,87.0,90.0,107.0,148,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,11.0,9.0,8.0,148,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,5.0,4.0,5.0,148,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,148,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,148,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,11.0,12.0,14.0,148,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,273.0,273.0,273.0,148,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,6.0,,,149,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,149,ELECCIONES GENERALES 14/11/2021,642
