,NRO,AGRUPACION POLITICA,PRESIDENTE Y VICE,DIPUTADO NACIONAL,GOBERNADOR PROVINCIAL,DIPUTADO PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
49,244,LISTA LEALTAD,,,,0.0,,4,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,4,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,4,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,4,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,4,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,4,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,4,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,4,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,4,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,4,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,4,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,4,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,0.0,0.0,0.0,0.0,0.0,4,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,4,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,4,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,11.0,26.0,16.0,25.0,13.0,4,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,292.0,292.0,292.0,292.0,292.0,4,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,5,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,1.0,,,,,5,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,1.0,,,,,5,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,5,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,1.0,1.0,1.0,,5,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,1.0,1.0,1.0,,5,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,5,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,5,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,5,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,5,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,5,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,5,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,5,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,1.0,,1.0,,5,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,1.0,,1.0,,5,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,5,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,5.0,,,,,5,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,5.0,,,,,5,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,5,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,1.0,1.0,1.0,1.0,5,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,1.0,1.0,1.0,1.0,5,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,5,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,1.0,,,,,5,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,0.0,0.0,,5,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,1.0,,0.0,0.0,,5,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,5,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,1.0,,,,,5,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,2.0,,,,5,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,1.0,1.0,,5,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,1.0,2.0,1.0,1.0,,5,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,5,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,7.0,4.0,3.0,4.0,2.0,5,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,7.0,4.0,3.0,4.0,2.0,5,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,5,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,134.0,134.0,,,,5,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,141.0,133.0,95.0,5,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,134.0,134.0,141.0,133.0,95.0,5,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,5,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,86.0,81.0,,,,5,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,85.0,83.0,131.0,5,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,86.0,81.0,85.0,83.0,131.0,5,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,5,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,18.0,16.0,,,,5,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,13.0,14.0,21.0,5,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,18.0,16.0,13.0,14.0,21.0,5,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,5,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,1.0,,,,5,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,1.0,,,,5,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,5,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,5,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,5,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,5,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,5,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,5,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,5,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,5,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,5,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,5,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,5,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,5,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,5,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,0.0,0.0,0.0,0.0,0.0,5,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,5,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,5,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,10.0,22.0,18.0,25.0,13.0,5,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,263.0,263.0,263.0,263.0,263.0,5,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,6,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,6,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,0.0,0.0,0.0,,6,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,0.0,0.0,0.0,,6,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,6,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,6,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,6,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,0.0,,0.0,,6,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,6,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,6,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,7.0,,,,,6,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,7.0,,,,,6,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,6,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,1.0,0.0,6,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,1.0,0.0,6,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,6,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,4.0,,,,,6,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,5.0,5.0,,6,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,4.0,,5.0,5.0,,6,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,6,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,0.0,,,,,6,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,0.0,0.0,,6,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,6,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,6,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,9.0,10.0,9.0,9.0,7.0,6,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,9.0,10.0,9.0,9.0,7.0,6,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,6,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,140.0,140.0,,,,6,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,148.0,139.0,112.0,6,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,140.0,140.0,148.0,139.0,112.0,6,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,6,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,81.0,83.0,,,,6,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,83.0,84.0,128.0,6,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,81.0,83.0,83.0,84.0,128.0,6,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,6,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,24.0,23.0,,,,6,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,20.0,21.0,16.0,6,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,24.0,23.0,20.0,21.0,16.0,6,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,6,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,6,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,6,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,6,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,6,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,6,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,6,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,6,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,6,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,6,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,2.0,2.0,2.0,2.0,2.0,6,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,6,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,6,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,9.0,18.0,9.0,15.0,11.0,6,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,276.0,276.0,276.0,276.0,276.0,6,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,7,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,3.0,,,,,7,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,3.0,,,,,7,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,7,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,3.0,2.0,2.0,,7,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,3.0,2.0,2.0,,7,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,7,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,7,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,7,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,7,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,7,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,7,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,7,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,0.0,,0.0,,7,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,7,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,7,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,10.0,,,,,7,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,10.0,,,,,7,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,7,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,7,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,7,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,7,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,1.0,,,,,7,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,0.0,1.0,,7,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,1.0,,0.0,1.0,,7,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,7,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,0.0,,,,,7,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,0.0,0.0,,7,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,7,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,7,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,11.0,10.0,10.0,11.0,8.0,7,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,11.0,10.0,10.0,11.0,8.0,7,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,7,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,128.0,129.0,,,,7,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,132.0,126.0,100.0,7,ELECCIONES PASO 11/08/2019,638
36,,TOTAL JUNTOS POR EL CAMBIO,128.0,129.0,132.0,126.0,100.0,7,ELECCIONES PASO 11/08/2019,638
37,136/503,FRENTE DE TODOS,,,,,,7,ELECCIONES PASO 11/08/2019,638
38,136/503,LISTA A CELESTE Y BLANCA,84.0,82.0,,,,7,ELECCIONES PASO 11/08/2019,638
39,136/503,LISTA CELESTE Y BLANCA-2,,,83.0,82.0,118.0,7,ELECCIONES PASO 11/08/2019,638
40,,TOTAL FRENTE DE TODOS,84.0,82.0,83.0,82.0,118.0,7,ELECCIONES PASO 11/08/2019,638
41,137,CONSENSO FEDERAL,,,,,,7,ELECCIONES PASO 11/08/2019,638
42,137,A-CONSENSO PARA EL FUTURO,20.0,19.0,,,,7,ELECCIONES PASO 11/08/2019,638
43,137,HAY CONSENSO,,,17.0,17.0,12.0,7,ELECCIONES PASO 11/08/2019,638
44,,TOTAL CONSENSO FEDERAL,20.0,19.0,17.0,17.0,12.0,7,ELECCIONES PASO 11/08/2019,638
45,207,PARTIDO HUMANISTA,,,,,,7,ELECCIONES PASO 11/08/2019,638
46,207,LISTA A-NARANJA,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
47,,TOTAL PARTIDO HUMANISTA,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
48,244,PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,,,7,ELECCIONES PASO 11/08/2019,638
49,244,LISTA LEALTAD,,,,0.0,,7,ELECCIONES PASO 11/08/2019,638
50,,TOTAL PARTIDO LEALTAD Y DIGNIDAD DE BS. AS.,,,,0.0,,7,ELECCIONES PASO 11/08/2019,638
51,309,MOV. DE ORGANIZACION DEMOCRATICA-MODE,,,,,,7,ELECCIONES PASO 11/08/2019,638
52,309,LISTA COMPROMISO CIUDADANO,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
53,309,LISTA AZUL Y BLANCO,,,0.0,0.0,,7,ELECCIONES PASO 11/08/2019,638
54,,TOTAL MOV. DE ORGANIZACION DEMOCRATICA-MODE,,0.0,0.0,0.0,,7,ELECCIONES PASO 11/08/2019,638
55,314,PARTIDO REPUBLICANO FEDERAL,,,,,,7,ELECCIONES PASO 11/08/2019,638
56,314,LISTA A CELESTE Y BLANCO,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
57,,TOTAL PARTIDO REPUBLICANO FEDERAL,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
58,315,MORAL Y PROGRESO,,,,,,7,ELECCIONES PASO 11/08/2019,638
59,315,LISTA ESPERANZA,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
60,,TOTAL MORAL Y PROGRESO,,0.0,,,,7,ELECCIONES PASO 11/08/2019,638
61,,VOTOS NULOS,3.0,3.0,3.0,3.0,3.0,7,ELECCIONES PASO 11/08/2019,638
62,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,0.0,7,ELECCIONES PASO 11/08/2019,638
63,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,0.0,7,ELECCIONES PASO 11/08/2019,638
64,,VOTOS EN BLANCO,3.0,17.0,16.0,21.0,22.0,7,ELECCIONES PASO 11/08/2019,638
65,,TOTALES,263.0,263.0,263.0,263.0,263.0,7,ELECCIONES PASO 11/08/2019,638
0,13,MOVIMIENTO AL SOCIALISMO-MAS,,,,,,8,ELECCIONES PASO 11/08/2019,638
1,13,LISTA 1A - UNIDAD DE LA IZQUIERDA,1.0,,,,,8,ELECCIONES PASO 11/08/2019,638
2,,TOTAL MOVIMIENTO AL SOCIALISMO-MAS,1.0,,,,,8,ELECCIONES PASO 11/08/2019,638
3,276,MOVIMIENTO DE AVANZADA SOCIALISTA,,,,,,8,ELECCIONES PASO 11/08/2019,638
4,276,LISTA 1A UNIDAD DE LA IZQUIERDA,,1.0,1.0,1.0,,8,ELECCIONES PASO 11/08/2019,638
5,,TOTAL MOVIMIENTO DE AVANZADA SOCIALISTA,,1.0,1.0,1.0,,8,ELECCIONES PASO 11/08/2019,638
6,36,PARTIDO AUTONOMISTA,,,,,,8,ELECCIONES PASO 11/08/2019,638
7,36,VALORES Y EXPERIENCIA,0.0,,,,,8,ELECCIONES PASO 11/08/2019,638
8,,TOTAL PARTIDO AUTONOMISTA,0.0,,,,,8,ELECCIONES PASO 11/08/2019,638
9,57,MOVIMIENTO ACCION VECINAL,,,,,,8,ELECCIONES PASO 11/08/2019,638
10,57,COMPROMISO VECINAL-A,0.0,,,,,8,ELECCIONES PASO 11/08/2019,638
11,,TOTAL MOVIMIENTO ACCION VECINAL,0.0,,,,,8,ELECCIONES PASO 11/08/2019,638
12,79,PARTIDO RENOVADOR FEDERAL,,,,,,8,ELECCIONES PASO 11/08/2019,638
13,79,SOMOS RENOVADORES,,0.0,,0.0,,8,ELECCIONES PASO 11/08/2019,638
14,,TOTAL PARTIDO RENOVADOR FEDERAL,,0.0,,0.0,,8,ELECCIONES PASO 11/08/2019,638
15,87,UNITE POR LA LIBERTAD Y LA DIGNIDAD,,,,,,8,ELECCIONES PASO 11/08/2019,638
16,87,LISTA A-DESPERTAR,3.0,,,,,8,ELECCIONES PASO 11/08/2019,638
17,,TOTAL UNITE POR LA LIBERTAD Y LA DIGNIDAD,3.0,,,,,8,ELECCIONES PASO 11/08/2019,638
18,88/816,PARTIDO DIGNIDAD POPULAR,,,,,,8,ELECCIONES PASO 11/08/2019,638
19,88/816,LISTA 1A-POR LA VIDA,,0.0,0.0,0.0,0.0,8,ELECCIONES PASO 11/08/2019,638
20,,TOTAL PARTIDO DIGNIDAD POPULAR,,0.0,0.0,0.0,0.0,8,ELECCIONES PASO 11/08/2019,638
21,131/1911,FRENTE NOS,,,,,,8,ELECCIONES PASO 11/08/2019,638
22,131/1911,LISTA A-CELESTE 2019,3.0,,,,,8,ELECCIONES PASO 11/08/2019,638
23,131/1911,LINEA UNICA,,,2.0,1.0,,8,ELECCIONES PASO 11/08/2019,638
24,,TOTAL FRENTE NOS,3.0,,2.0,1.0,,8,ELECCIONES PASO 11/08/2019,638
25,132,FRENTE PATRIOTA,,,,,,8,ELECCIONES PASO 11/08/2019,638
26,132/,LISTA A-CELESTE,0.0,,,,,8,ELECCIONES PASO 11/08/2019,638
27,312/,LISTA CELESTE,,0.0,,,,8,ELECCIONES PASO 11/08/2019,638
28,865,LISTA LEALTAD,,,0.0,0.0,,8,ELECCIONES PASO 11/08/2019,638
29,,TOTAL FRENTE PATRIOTA,0.0,0.0,0.0,0.0,,8,ELECCIONES PASO 11/08/2019,638
30,133,FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,,,,,,8,ELECCIONES PASO 11/08/2019,638
31,133,LISTA-UNIDAD,7.0,7.0,5.0,6.0,4.0,8,ELECCIONES PASO 11/08/2019,638
32,,TOTAL FTE DE IZQUIERDA Y DE TRABAJ-UNIDAD,7.0,7.0,5.0,6.0,4.0,8,ELECCIONES PASO 11/08/2019,638
33,135,JUNTOS POR EL CAMBIO,,,,,,8,ELECCIONES PASO 11/08/2019,638
34,135,LISTA A-JUNTOS SOMOS EL CAMBIO,130.0,129.0,,,,8,ELECCIONES PASO 11/08/2019,638
35,135,LISTA 1A-AMARILLO,,,139.0,130.0,96.0,8,ELECCIONES PASO 11/08/2019,638
