,NRO,NRO.1,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,106,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,3.0,6.0,8.0,5,106,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,288.0,288.0,288.0,288,106,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,29.0,27.0,26.0,26,107,ELECCIONES GENERALES 22/10/2017,640
1,503.0,,UNIDAD CIUDADANA,89.0,89.0,89.0,88,107,ELECCIONES GENERALES 22/10/2017,640
2,508.0,,CAMBIEMOS BUENOS AIRES,115.0,113.0,113.0,113,107,ELECCIONES GENERALES 22/10/2017,640
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,21.0,20.0,21.0,24,107,ELECCIONES GENERALES 22/10/2017,640
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,9.0,9.0,7,107,ELECCIONES GENERALES 22/10/2017,640
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,107,ELECCIONES GENERALES 22/10/2017,640
6,,,VOTOS NULOS,0.0,0.0,0.0,0,107,ELECCIONES GENERALES 22/10/2017,640
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,107,ELECCIONES GENERALES 22/10/2017,640
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,107,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,8.0,13.0,13.0,9,107,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,271.0,271.0,271.0,271,107,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,22.0,21.0,21.0,18,108,ELECCIONES GENERALES 22/10/2017,640
1,503.0,,UNIDAD CIUDADANA,81.0,78.0,77.0,80,108,ELECCIONES GENERALES 22/10/2017,640
2,508.0,,CAMBIEMOS BUENOS AIRES,142.0,141.0,142.0,142,108,ELECCIONES GENERALES 22/10/2017,640
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,12.0,12.0,13.0,13,108,ELECCIONES GENERALES 22/10/2017,640
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,11.0,12.0,12.0,11,108,ELECCIONES GENERALES 22/10/2017,640
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,108,ELECCIONES GENERALES 22/10/2017,640
6,,,VOTOS NULOS,3.0,3.0,3.0,3,108,ELECCIONES GENERALES 22/10/2017,640
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,108,ELECCIONES GENERALES 22/10/2017,640
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,108,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,8.0,12.0,11.0,6,108,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,279.0,279.0,279.0,279,108,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,19.0,20.0,18.0,18,109,ELECCIONES GENERALES 22/10/2017,640
1,503.0,,UNIDAD CIUDADANA,75.0,76.0,77.0,79,109,ELECCIONES GENERALES 22/10/2017,640
2,508.0,,CAMBIEMOS BUENOS AIRES,145.0,144.0,143.0,142,109,ELECCIONES GENERALES 22/10/2017,640
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,14.0,15.0,15,109,ELECCIONES GENERALES 22/10/2017,640
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,17.0,17.0,16.0,17,109,ELECCIONES GENERALES 22/10/2017,640
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,109,ELECCIONES GENERALES 22/10/2017,640
6,,,VOTOS NULOS,1.0,1.0,1.0,1,109,ELECCIONES GENERALES 22/10/2017,640
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,109,ELECCIONES GENERALES 22/10/2017,640
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,109,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,4.0,5.0,7.0,3,109,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,277.0,277.0,277.0,277,109,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,30.0,26.0,26.0,21,110,ELECCIONES GENERALES 22/10/2017,640
1,503.0,,UNIDAD CIUDADANA,69.0,66.0,66.0,68,110,ELECCIONES GENERALES 22/10/2017,640
2,508.0,,CAMBIEMOS BUENOS AIRES,145.0,148.0,148.0,150,110,ELECCIONES GENERALES 22/10/2017,640
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,15.0,16.0,16.0,12,110,ELECCIONES GENERALES 22/10/2017,640
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,14.0,14.0,14.0,12,110,ELECCIONES GENERALES 22/10/2017,640
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,7,110,ELECCIONES GENERALES 22/10/2017,640
6,,,VOTOS NULOS,2.0,1.0,1.0,4,110,ELECCIONES GENERALES 22/10/2017,640
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,110,ELECCIONES GENERALES 22/10/2017,640
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,110,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,4.0,8.0,8.0,5,110,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,279.0,279.0,279.0,279,110,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,31.0,30.0,28.0,22,111,ELECCIONES GENERALES 22/10/2017,640
1,503.0,,UNIDAD CIUDADANA,89.0,90.0,89.0,86,111,ELECCIONES GENERALES 22/10/2017,640
2,508.0,,CAMBIEMOS BUENOS AIRES,114.0,116.0,118.0,122,111,ELECCIONES GENERALES 22/10/2017,640
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,21.0,22.0,20.0,17,111,ELECCIONES GENERALES 22/10/2017,640
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,12.0,12.0,13.0,13,111,ELECCIONES GENERALES 22/10/2017,640
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,111,ELECCIONES GENERALES 22/10/2017,640
6,,,VOTOS NULOS,2.0,1.0,1.0,2,111,ELECCIONES GENERALES 22/10/2017,640
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,111,ELECCIONES GENERALES 22/10/2017,640
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,111,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,8.0,6.0,8.0,10,111,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,277.0,277.0,277.0,277,111,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,30.0,31.0,30.0,26,112,ELECCIONES GENERALES 22/10/2017,640
1,503.0,,UNIDAD CIUDADANA,82.0,82.0,83.0,86,112,ELECCIONES GENERALES 22/10/2017,640
2,508.0,,CAMBIEMOS BUENOS AIRES,141.0,141.0,141.0,143,112,ELECCIONES GENERALES 22/10/2017,640
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,10.0,9.0,9.0,9,112,ELECCIONES GENERALES 22/10/2017,640
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,12.0,12.0,13.0,12,112,ELECCIONES GENERALES 22/10/2017,640
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,112,ELECCIONES GENERALES 22/10/2017,640
6,,,VOTOS NULOS,2.0,2.0,2.0,2,112,ELECCIONES GENERALES 22/10/2017,640
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,112,ELECCIONES GENERALES 22/10/2017,640
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,112,ELECCIONES GENERALES 22/10/2017,640
9,,,VOTOS EN BLANCO,8.0,8.0,7.0,3,112,ELECCIONES GENERALES 22/10/2017,640
10,,,TOTALES,285.0,285.0,285.0,285,112,ELECCIONES GENERALES 22/10/2017,640
0,501.0,,1PAIS,36.0,35.0,35.0,33,113,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,83.0,82.0,82.0,85,113,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,124.0,125.0,126.0,121,113,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,13.0,13.0,13.0,14,113,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,13.0,13.0,12,113,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,8,113,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,2.0,1.0,1.0,2,113,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,113,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,113,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,13.0,11.0,10.0,5,113,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,280.0,280.0,280.0,280,113,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,32.0,27.0,27.0,24,114,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,88.0,86.0,89.0,91,114,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,126.0,129.0,127.0,125,114,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,15.0,13.0,13.0,14,114,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,13.0,15.0,15.0,14,114,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,114,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,3.0,2.0,1.0,1,114,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,114,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,114,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,3.0,8.0,8.0,7,114,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,280.0,280.0,280.0,280,114,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,26.0,24.0,24.0,23,115,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,84.0,84.0,85.0,82,115,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,139.0,140.0,140.0,140,115,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,10.0,10.0,10.0,11,115,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,12.0,14.0,14.0,13,115,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,115,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,2.0,2.0,1.0,1,115,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,115,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,115,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,8.0,7.0,7.0,9,115,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,281.0,281.0,281.0,281,115,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,28.0,31.0,30.0,27,116,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,74.0,73.0,74.0,75,116,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,139.0,138.0,139.0,137,116,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,13.0,14.0,14,116,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,4.0,6.0,5.0,6,116,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,116,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,0.0,0.0,0.0,0,116,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,116,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,116,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,4.0,4.0,3.0,3,116,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,265.0,265.0,265.0,265,116,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,22.0,21.0,18.0,19,117,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,78.0,75.0,76.0,73,117,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,155.0,156.0,156.0,161,117,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,18.0,18.0,18.0,18,117,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,8.0,10.0,11.0,11,117,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,4,117,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,0.0,0.0,0.0,0,117,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,117,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,117,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,8.0,9.0,10.0,3,117,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,289.0,289.0,289.0,289,117,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,26.0,23.0,23.0,20,118,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,69.0,70.0,71.0,69,118,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,151.0,153.0,153.0,150,118,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,15.0,15.0,19,118,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,5.0,5.0,5.0,4,118,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,8,118,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,0.0,0.0,0.0,0,118,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,118,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,118,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,15.0,16.0,15.0,12,118,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,282.0,282.0,282.0,282,118,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,25.0,24.0,25.0,24,119,ELECCIONES GENERALES 22/10/2017,641
1,503.0,,UNIDAD CIUDADANA,81.0,77.0,78.0,83,119,ELECCIONES GENERALES 22/10/2017,641
2,508.0,,CAMBIEMOS BUENOS AIRES,105.0,108.0,107.0,103,119,ELECCIONES GENERALES 22/10/2017,641
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,8.0,7.0,6.0,7,119,ELECCIONES GENERALES 22/10/2017,641
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,6.0,8.0,8.0,10,119,ELECCIONES GENERALES 22/10/2017,641
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,1,119,ELECCIONES GENERALES 22/10/2017,641
6,,,VOTOS NULOS,0.0,0.0,0.0,0,119,ELECCIONES GENERALES 22/10/2017,641
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,119,ELECCIONES GENERALES 22/10/2017,641
8,,,VOTOS IMPUGNADOS,1.0,1.0,1.0,1,119,ELECCIONES GENERALES 22/10/2017,641
9,,,VOTOS EN BLANCO,6.0,7.0,7.0,3,119,ELECCIONES GENERALES 22/10/2017,641
10,,,TOTALES,232.0,232.0,232.0,232,119,ELECCIONES GENERALES 22/10/2017,641
0,501.0,,1PAIS,33.0,32.0,31.0,28,120,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,76.0,78.0,79.0,87,120,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,125.0,124.0,124.0,125,120,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,26.0,24.0,24.0,19,120,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,12.0,12.0,11.0,11,120,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,120,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,5.0,5.0,5.0,5,120,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,120,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,120,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,7.0,9.0,10.0,6,120,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,284.0,284.0,284.0,284,120,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,36.0,34.0,33.0,28,121,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,79.0,77.0,77.0,80,121,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,135.0,136.0,136.0,140,121,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,20.0,19.0,18.0,17,121,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,13.0,13.0,13.0,13,121,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,1,121,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,2.0,2.0,2,121,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,121,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,121,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,3.0,7.0,9.0,7,121,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,288.0,288.0,288.0,288,121,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,21.0,20.0,20.0,19,122,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,95.0,95.0,95.0,96,122,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,140.0,142.0,142.0,143,122,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,16.0,13.0,13.0,13,122,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,3.0,4.0,3.0,5,122,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,122,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,1.0,1.0,1,122,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,122,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,122,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,11.0,13.0,14.0,5,122,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,288.0,288.0,288.0,288,122,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,31.0,28.0,26.0,19,123,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,73.0,71.0,71.0,78,123,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,148.0,149.0,146.0,139,123,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,14.0,14.0,15.0,17,123,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,8.0,8.0,9.0,11,123,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,6,123,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,1.0,1.0,2,123,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,123,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,123,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,6.0,11.0,14.0,10,123,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,282.0,282.0,282.0,282,123,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,24.0,23.0,22.0,19,124,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,87.0,86.0,87.0,89,124,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,133.0,133.0,133.0,132,124,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,19.0,19.0,18.0,15,124,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,15.0,16.0,15.0,13,124,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,7,124,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,5.0,5.0,5.0,5,124,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,124,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,124,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,2.0,3.0,5.0,5,124,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,285.0,285.0,285.0,285,124,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,29.0,28.0,28.0,28,125,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,96.0,95.0,95.0,96,125,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,123.0,125.0,125.0,125,125,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,17.0,15.0,15.0,15,125,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,10.0,11.0,10.0,9,125,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,3,125,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,1.0,1.0,1.0,1,125,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,125,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,125,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,5.0,6.0,7.0,4,125,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,281.0,281.0,281.0,281,125,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,25.0,24.0,23.0,23,126,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,87.0,88.0,86.0,90,126,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,142.0,144.0,145.0,139,126,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,24.0,21.0,21.0,22,126,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,15.0,16.0,18.0,17,126,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,2,126,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,2.0,2.0,2.0,2,126,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,126,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,126,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,6.0,6.0,6.0,6,126,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,301.0,301.0,301.0,301,126,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,36.0,35.0,36.0,31,127,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,85.0,79.0,79.0,85,127,ELECCIONES GENERALES 22/10/2017,642
2,508.0,,CAMBIEMOS BUENOS AIRES,127.0,128.0,127.0,126,127,ELECCIONES GENERALES 22/10/2017,642
3,509.0,,FRENTE JUSTICIALISTA-CUMPLIR,13.0,11.0,11.0,14,127,ELECCIONES GENERALES 22/10/2017,642
4,510.0,,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,14.0,14.0,14.0,13,127,ELECCIONES GENERALES 22/10/2017,642
5,738.0,,MERCEDES INDEPENDIENTE COMUNAL MIC,,,,5,127,ELECCIONES GENERALES 22/10/2017,642
6,,,VOTOS NULOS,1.0,1.0,1.0,1,127,ELECCIONES GENERALES 22/10/2017,642
7,,,VOTOS RECURRIDOS,0.0,0.0,0.0,0,127,ELECCIONES GENERALES 22/10/2017,642
8,,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0,127,ELECCIONES GENERALES 22/10/2017,642
9,,,VOTOS EN BLANCO,6.0,14.0,14.0,7,127,ELECCIONES GENERALES 22/10/2017,642
10,,,TOTALES,282.0,282.0,282.0,282,127,ELECCIONES GENERALES 22/10/2017,642
0,501.0,,1PAIS,40.0,37.0,37.0,30,128,ELECCIONES GENERALES 22/10/2017,642
1,503.0,,UNIDAD CIUDADANA,81.0,81.0,80.0,82,128,ELECCIONES GENERALES 22/10/2017,642
